Shrt_Desc,Class,Sugar_Tot_.g.,Iron_.mg.,Cholestrl_.mg.
CANDIES/WHITE CHOC,3.0,59.0,0.24,21.0
GRANOLA BAR/W/COCNT/CHOC COATD,2.0,34.27,1.75,0.0
POST/ALPHA-BITS,1.0,21.0,30.0,0.0
CANDIES/SEMISWEET CHOC,3.0,54.5,3.13,0.0
KASHI ORGANIC PROMISE/BERRY FRUITFUL,1.0,14.6,3.0,0.0
TARO CHIPS,2.0,3.82,1.2,0.0
QUAKER/QUAKER OATMEAL SQUARES,1.0,16.62,29.3,0.0
KELLOGG'S ALL-BRAN ORIGINAL,1.0,15.69,17.6,0.0
POTATO CHIPS/MADE FROM DRIED POTATOES/PLN,2.0,1.14,0.82,0.0
CLIF BAR/ mixed flavors,2.0,31.62,6.62,0.0
CANDIES/DK CHOC COATD COFFEE BNS,3.0,42.5,2.7,13.0
RTE/MALT-O-MEAL/BLUEBERRY MINI SPOONERS,1.0,18.44,29.45,0.0
CANDIES/MARS SNACKFOOD US/SKITTLES TROPICAL BITE SIZE CAND,3.0,75.76,0.0,0.0
SYRUPS/CORN/DK,3.0,77.59,0.37,0.0
GENERAL MILLS/CHEERIOS/YOGURT BURST/STRAWBERRY,1.0,30.0,15.0,0.0
INST OATMEAL/APPL & CINN/RED SUGAR,1.0,17.78,12.77,0.0
ASHI HEART TO HEART/INST OATMEAL/APPL CINN/DRY,1.0,28.0,4.2,0.0
PRETZELS/HARD/CONFECTIONER'S COATING/CHOCOLATE-FLAVOR,2.0,38.8,2.0,0.0
QUAKER/INST OATMEAL/FRUIT & CRM/RED SUGAR,1.0,17.66,12.13,0.0
CANDIES/MARS SNACKFOOD US/DOVE DK CHOC,3.0,46.27,3.18,7.0
ICE CREAMS/BREYERS/ALL NAT LT VANILLA,3.0,22.78,0.06,15.0
KELLOGG'S FRSTD MINI-WHEATS TOUCH FRUIT MDL/RASP,1.0,17.8,29.5,0.0
CANDIES/REESE'S NUTRAGEOUS CANDY BAR,3.0,40.22,1.23,3.0
COCOA/DRY PDR/UNSWTND/HERSHEY'S EUROPEAN STYLE COCOA,3.0,0.0,36.0,0.0
PUDDINGS/BANANA/DRY MIX/REG/PREP W/ WHL MILK,3.0,15.98,0.04,9.0
CANDIES/CHOC COVERED/CARAMEL W/NUTS,3.0,41.35,1.7,0.0
MARMALADE/ORANGE,3.0,60.0,0.15,0.0
FORMULATED BAR/SLIM-FAST OPTIMA MEAL BAR/MILK CHOC PNUT,2.0,25.0,4.98,7.0
SHREDDED WHEAT/ORIGINAL BIG BISCUIT,1.0,0.94,2.95,0.0
SYRUPS/MALT,3.0,71.3,0.96,0.0
MALT-O-MEAL/OAT BLENDERS W/ HONEY,1.0,22.09,45.7,0.0
ICE CREAMS/BREYERS/NO SUGAR ADDED/VANILLA FUDGE TWIRL,3.0,5.49,0.36,16.0
TORTILLA CHIPS/LOFAT/UNSALTED,2.0,0.85,1.6,0.0
HONEY BUNCHES OF OATS W/ VANILLA BUNCHES,1.0,20.6,28.9,0.0
EGG CUSTARDS/DRY MIX/PREP W/ 2% MILK,3.0,4.63,0.33,49.0
MALT-O-MEAL/CHOC/DRY,1.0,16.63,42.88,0.0
CANDIES/HERSHEY'S POT OF GOLD ALMOND BAR,3.0,38.46,1.85,13.0
TOPPINGS/STRAWBERRY,3.0,27.38,0.28,0.0
ICE CREAMS/VANILLA/LT/SOFT-SERVE,3.0,18.69,0.06,12.0
CANDIES/SWEET CHOCOLATE,3.0,51.48,2.76,0.0
KELLOGG/KELLOGG'S SPL K BLUEBERRY,1.0,26.7,27.0,0.0
BEEF JERKY/CHOPD&FORMED,2.0,9.0,5.42,48.0
QUAKER/SUN COUNTRY GRANOLA W/ ALMONDS,1.0,20.42,4.35,0.0
POPCORN/CARAMEL-COATED/W/PNUTS,2.0,45.36,3.91,0.0
CANDIES/TOOTSIE ROLL/CHOCOLATE-FLAVOR ROLL,3.0,56.32,0.8,2.0
CORN GRITS/YEL/REG & QUICK/UNENR/DRY,1.0,0.64,1.0,0.0
CANDIES/MARS SNACKFOOD US/SKITTLES SOURS ORIGINAL,3.0,73.16,0.01,0.0
PUDDING/LEMON/DRY MIX/REG/PREP W/ SUGAR/EGG YOLK & H2O,3.0,13.51,0.13,49.0
CANDIES/REESE'S BITES,3.0,48.03,0.85,7.0
POTATO CHIPS/RED FAT,2.0,0.22,1.35,0.0
RTE/MALT-O-MEAL/HONEY NUT TOASTY O'S CRL,1.0,38.73,17.07,0.0
CANDIES/MARS SNACK US/STARBURST FRUIT CHEWS/FRT&CREM,3.0,57.98,0.01,0.0
RED SUGAR FRSTD FLAKES CRL,1.0,27.4,15.0,0.0
CANDY ROLLS/YOGURT-COVERED/FRUIT FLAV W/ HI VIT C,2.0,39.15,0.56,0.0
ICE CREAMS/VANILLA/RICH,3.0,20.65,0.34,92.0
grano bar/ GENER MILLS/ NATUR VALLE/ CHEWY TRAIL MIX,2.0,42.86,8.71,0.0
CANDIES/MOUNDS CANDY BAR,3.0,46.19,2.09,2.0
SPL K VANILLA ALMOND,1.0,30.4,27.0,0.0
CHOCOLATEY DELIGHT,1.0,29.9,26.1,0.0
FROSTING/GLAZ/CHC/PREP-FRM-RCIP/W/ BUTR/NFSMI RECIP NO. C-32,3.0,64.3,0.6,18.0
WEETABIX WHL WHEAT CRL,1.0,2.0,5.16,0.0
GENERAL MILLS/CHEERIOS/CHOC,1.0,34.4,16.7,0.0
ICE CREAMS/BREYERS/98% FAT FREE VANILLA,3.0,20.93,0.09,8.0
M&M MARS/KUDOS WHL GRAIN BAR/M&M'S MILK CHOC,2.0,37.81,0.85,4.0
